"temp.a" "temp.b" "temp.c"
"SPBPB7E8.01" 0.690483122780742 0.00173256383773312 1.98401463663365e-05
"SPBPB7E8.02" NA NA 0.0782146780804082
"SPBPB7E8.03" 0.316123708085751 0.217158749534290 0.518608572201468
"SPBPJ4664.02" NA NA NA
"SPBPJ4664.03" NA NA 0.0164145587405879
"SPBPJ4664.04" 0.407127460637258 0.245466187047784 NA
"SPBPJ4664.05" 0.941999892425592 0.805379393502616 0.585661130521764
"SPBPJ4664.06" NA NA 0.003079025486996
"SPBPJ694.01" NA NA 0.00720960960940161
"SPBPJ758.01" 0.152858379801103 0.263313726649563 0.000424745494926252
"SPCC1020.01C" 0.0634437107256849 NA 1.88764881686874e-05
"SPCC1020.02" 0.00422899882835737 NA 0.00438087961018504
"SPCC1020.03" NA NA 0.0112513244786245
"SPCC1020.04C" 0.418446986651696 0.300932005489436 0.00447528030554795
"SPCC1020.05" 0.000672540730263886 NA NA
"SPCC1020.06C" 0.000251188651805676 0.731832966933026 1.24645976245090e-08
"SPCC1020.07" NA 0.758264734868915 NA
"SPCC1020.08" NA NA NA
"SPCC1020.09" 0.605516288488409 0.793761399063737 0.881112157064078
"SPCC1020.10" NA NA 0.00318805593536767
"SPCC1020.11C" 0.642059780827686 0.729292892647965 NA
"SPCC1020.14" 0.0180455294995090 NA 6.04188851787244e-08
"SPCC10H11.01" 0.500562343374205 NA 0.454012868799228
"SPCC10H11.02" NA 0.275636543779925 0.288106773052181
"SPCC1183.02" 0.791653730508104 0.000224412061959857 9.11592938311389e-06
"SPCC1183.03C" 0.496452729026634 NA 0.0303581390528212
"SPCC1183.04C" 0.418519305793613 NA NA
"SPCC1183.05C" NA NA 0.0485289602858623
"SPCC1183.06" NA NA 0.00999680580880119
"SPCC1183.07" 0.649668000363682 0.0259750837800848 0.0778264362833027
"SPCC1183.08C" 0.0966264455725347 NA 0.0614978034872077
"SPCC1183.09C" 0.250978576664824 NA 0.096045852722504
"SPCC1183.10" NA NA 0.00597499936643908
"SPCC1183.11" 0.21032718563652 0.188222773863329 7.86626060091333e-06
"SPCC11E10.02C" NA NA 0.352835333273932
"SPCC11E10.03" NA NA NA
"SPCC11E10.04" 0.177439020465645 NA 1.14388008440323e-05
"SPCC11E10.05C" 0.321290185828769 NA 0.000140065643176079
"SPCC11E10.06C" 0.0714111270593353 NA 0.068357813139327
"SPCC11E10.07C" 0.744816410810454 NA 7.75219421564319e-05
"SPCC11E10.08" NA 0.0214646087535571 0.3138787864424
"SPCC11E10.09C" NA NA NA
"SPCC1223.02" 0.0108034695970595 NA NA
"SPCC1223.03C" 0.96251163785495 NA 0.00155301889360232
"SPCC1223.04C" 0.365457421231624 NA NA
"SPCC1223.05C" 4.19686944836678e-07 0.0110703525786070 0.176266327612617
"SPCC1223.06" NA NA NA
"SPCC1223.07C" 0.0456287004305193 0.282159249703105 0.0551385001546099
"SPCC1223.08C" 0.351585407356968 NA 0.0224537352939884
"SPCC1223.09" NA NA 1.44922219449560e-06
"SPCC1223.10C" NA NA 0.00677797588524552
"SPCC1223.11" 0.000968291575085318 NA 0.689841689035935
"SPCC1223.12C" NA NA 0.00768374321665491
"SPCC1223.13" NA NA 0.556640238281952
"SPCC1223.14" 0.172305484354429 0.384765255508324 4.92422502715675e-05
"SPCC1235.03" NA NA NA
"SPCC1235.04C" NA NA 0.00371789016298826
"SPCC1235.05C" 0.973959649344336 0.757400879619566 0.000111164385747773
"SPCC1235.06" NA NA 0.127053726307864
"SPCC1235.07" NA NA 0.678841278283592
"SPCC1235.08C" NA NA 8.36362254859789e-07
"SPCC1235.09" NA NA NA
"SPCC1235.10C" 0.859788121905792 0.279205005481327 0.00112099471630919
"SPCC1235.11" 0.0527020308088199 0.146883798032435 6.66983607646208e-07
"SPCC1235.12C" NA NA NA
"SPCC1235.13" 0.0100856492454804 0.290153987583767 0.0326862655527267
"SPCC1235.14" 9.53570186888966e-07 0.30191214488179 0.110260231749695
"SPCC1235.15" NA 0.224675277230517 NA
"SPCC1259.01C" 0.255432943312281 0.537473024727267 0.0153338639530881
"SPCC1259.02C" NA 0.00708461782321533 0.0103820249969048
"SPCC1259.03" NA 0.0379499855515642 4.12090332909191e-05
"SPCC1259.04" 0.298344771338233 NA 0.000674776841479754
"SPCC1259.05C" 0.00820841430130393 0.00451170848459201 0.00276545842809041
"SPCC1259.06" 0.441257705780623 NA 0.0487236769403835
"SPCC1259.07" NA NA NA
"SPCC1259.08" 0.741237943086384 0.0187588730366341 0.0668110971028727
"SPCC1259.09C" NA NA 3.58905233875817e-09
"SPCC1259.10" 0.513575743775112 0.547299240069154 4.64921984994687e-09
"SPCC1259.11C" NA 0.636368997164601 NA
"SPCC1259.12C" 0.71069248688414 NA 0.326287747185111
"SPCC1259.13" NA NA NA
"SPCC1259.14C" NA NA 0.559126091035081
"SPCC1259.15C" NA 0.72154375349939 0.0829262594288842
"SPCC126.02C" NA NA 1.76778465579618e-07
"SPCC126.03" 0.0192723157032450 0.0170750101852066 NA
"SPCC126.04C" NA NA 4.09653154849514e-05
"SPCC126.05C" NA NA NA
"SPCC126.06" 0.386622074703699 NA 0.0377284766441997
"SPCC126.07C" 0.374133658605948 NA 0.132359966804457
"SPCC126.08C" 0.088301049432522 0.126924146093276 4.33615915366499e-05
"SPCC126.09" 0.000299556853308783 0.219122910489795 0.00384089336168391
"SPCC126.10" 0.0658899545639752 NA 0.00254589214563863
"SPCC126.11C" 0.0788813478806515 0.797015570789365 1.17207948295887e-12
"SPCC126.12" NA 0.729541994905783 3.26883886145425e-05
"SPCC126.13C" NA NA 0.00106586726721310
"SPCC126.14" NA NA 0.0958438068145378
"SPCC126.15C" 0.474195385361531 0.313359470530643 0.271459443550222
"SPCC1281.02C" 0.00694858606309833 0.344534227741612 0.0124140420061414
"SPCC1281.03C" 0.801315583362922 NA 0.00051690685338669
"SPCC1281.04" NA NA 0.000261951471207948
"SPCC1281.05" NA NA 0.223175080532169
"SPCC1281.06C" 2.47478639440371e-09 0.356083032698134 1.58764140209765e-18
"SPCC1281.07C" NA 0.192307069322762 3.7979686215883e-08
"SPCC1281.08" 0.0567297533207576 NA 8.33010954295058e-05
"SPCC132.02" NA 0.0424315524245359 0.131111109534636
"SPCC132.03" 0.799385514942999 0.398729196519479 0.000166088224506180
"SPCC132.04C" NA NA 1.899987511424e-17
"SPCC1322.02" 0.0445352333761457 0.147680611537006 0.0284810331363743
"SPCC1322.03" NA NA NA
"SPCC1322.04" 2.15944410743627e-05 4.3654749763768e-06 0.000104377569165402
"SPCC1322.05C" 0.731193101925603 0.142735784428560 0.0210282481069511
"SPCC1322.06" NA NA NA
"SPCC1322.07C" NA NA NA
"SPCC1322.08" 0.764001250205203 0.802482162363148 0.0441450224051510
"SPCC1322.09" NA NA 0.00460607561822599
"SPCC1322.10" 0.000101461945321261 0.00334716831730214 6.1240905423131e-08
"SPCC1322.11" 0.0326757090241384 NA 0.000190316490748040
"SPCC1322.12C" NA NA 0.000518700257234656
"SPCC1322.13" NA 0.290454660854711 0.04710645228066
"SPCC1322.14C" NA 4.26406997440859e-05 0.0121812382304579
"SPCC1322.15" 0.00125960868955292 2.48331898259749e-07 0.129503044397901
"SPCC1322.16" 0.479280737247822 0.274558607509170 0.70703302595486
"SPCC1322.17C" 0.844238720879279 0.954102361751388 0.00209918013022964
"SPCC1393.02C" NA 0.190285215573294 0.0197397342277591
"SPCC1393.03" 0.00168867861445267 0.797381490717753 0.00109913927687207
"SPCC1393.04" NA NA 0.0394759548631015
"SPCC1393.05" NA NA 0.320634580997959
"SPCC1393.06C" 0.0307623849623725 NA 0.392278181025152
"SPCC1393.07C" NA NA NA
"SPCC1393.08" 0.399909299768002 NA 0.000432740478802668
"SPCC1393.09C" 0.065143538692681 NA 0.0226869893837108
"SPCC1393.10" 0.178486721978875 0.0992756656859023 1.96754246906477e-10
"SPCC1393.11" NA NA NA
"SPCC1393.12" NA 0.0630623232306032 0.143565305783054
"SPCC1393.13" 0.696612859945864 0.992692843600827 1.8476342494587e-07
"SPCC13B11.01" 0.00399586660659371 0.903588253326173 0.00257372188694690
"SPCC13B11.02C" NA NA NA
"SPCC13B11.03C" NA NA 1.24917104625193e-06
"SPCC13B11.04C" NA NA NA
"SPCC1442.04C" 0.932297144044964 NA 0.0462143867454797
"SPCC1442.05C" 0.745480520326778 0.186041749932537 2.90013977303335e-05
"SPCC1442.06" 0.138035567650052 0.00887319904288834 0.00164723319105851
"SPCC1442.07C" 0.0120654889161449 0.139291189852608 0.00483856317853446
"SPCC1442.08C" 0.00457031202600917 0.743321193594021 NA
"SPCC1442.09" 0.901269191138117 NA 7.38460344365333e-08
"SPCC1442.10C" 0.61299009879897 0.232188988860254 0.804188100621099
"SPCC1442.11C" NA 0.147650802355498 0.202486739259143
"SPCC1442.12" 0.232313976001350 NA 5.2091035223372e-12
"SPCC1442.13C" NA 0.332049557618248 0.0374289440703198
"SPCC1442.14C" 4.03905445557e-05 0.0159019001327462 NA
"SPCC1442.15C" NA NA NA
"SPCC1442.16C" 0.589300627226488 0.669073480929767 0.000102797532815766
"SPCC1450.03" 0.939204204119732 NA NA
"SPCC1450.04" 0.0126397911669276 0.599157925022534 0.023493481733089
"SPCC1450.05C" NA NA NA
"SPCC1450.06C" 0.237678396554503 0.130102021767345 0.00610059875823908
"SPCC1450.07C" 0.947422414939057 NA 0.0134415104221466
"SPCC1450.08C" 0.79286285392916 NA NA
"SPCC1450.09C" 0.120344726975954 NA 0.0679168074610504
"SPCC1450.10C" NA NA 9.90644539225375e-05
"SPCC1450.11C" 0.0053772904148632 0.332023863653411 0.495477379055811
"SPCC1450.12" 0.798834448181856 0.0539932514223 0.000391285485158799
"SPCC1450.13C" 0.948398138729415 NA 0.00465139247282855
"SPCC1450.14C" NA NA 0.0865096720505233
"SPCC1450.15" 0.90215660993611 NA 6.94597313702079e-06
"SPCC1450.16C" 1.02985546880690e-06 0.0100064149354572 NA
"SPCC1450.17" NA NA NA
"SPCC1450.18" NA NA 5.75243830271751e-10
"SPCC1450.19" NA NA 0.267739896551913
"SPCC1494.01" NA NA 0.00584006101259859
"SPCC1494.02C" NA 0.450529219576923 NA
"SPCC1494.03" NA 0.466412857334773 NA
"SPCC1494.04C" NA NA NA
"SPCC1494.05C" 0.802157217662865 NA 0.882871886963376
"SPCC1494.06C" 0.0969338934167428 0.0131606299472088 0.0354241335471339
"SPCC1494.07" NA 0.000767393706850135 7.6165278051445e-05
"SPCC1494.08C" NA 0.00781968006005189 7.16337351199162e-05
"SPCC1494.09C" NA NA NA
"SPCC1494.10" 0.762111968481499 NA 0.0216920515854955
"SPCC14G10.03C" NA NA 0.0250366077902863
"SPCC14G10.04" 0.210879979861846 0.474909351260556 0.944223244883681
"SPCC14G10.05" NA NA 0.0296531720895169
"SPCC14G10.06" NA NA 1.10597698258269e-08
"SPCC1529.01" NA NA 0.0393270796379057
"SPCC162.01C" 0.00746303806009907 0.919215368016898 NA
"SPCC162.02C" NA NA 9.91493123557373e-05
"SPCC162.03" NA NA NA
"SPCC162.04" NA 0.531622976756287 0.00855510119831385
"SPCC162.05" NA 0.154735452589172 0.00119036223513675
"SPCC162.06C" 0.00419616791962081 NA 0.0537399426898627
"SPCC162.07" 0.945942552051697 NA 0.278744363794845
"SPCC162.08C" 0.995392007967194 0.0271885190096144 2.85305375184657e-05
"SPCC162.09C" 3.23881210801184e-05 NA 0.612150726414878
"SPCC162.10" NA NA 0.000356055155893126
"SPCC162.11C" 0.250860918970795 NA NA
"SPCC1620.01C" NA NA NA
"SPCC1620.02" 0.422719785471816 NA 0.0121129762282684
"SPCC1620.03" NA NA NA
"SPCC1620.04C" NA NA NA
"SPCC1620.05" 0.590758153421856 NA 1.82323181893221e-07
"SPCC1620.06C" 0.0288426380715371 NA 0.063363696978867
"SPCC1620.07C" NA NA 0.406169812609910
"SPCC1620.08" NA 0.0407398638927071 1.27638214362377e-05
"SPCC1620.09C" 0.746560010795907 NA 0.923587716846276
"SPCC1620.10" NA NA NA
"SPCC1620.11" 0.989259095245387 NA 0.129823771886328
"SPCC1620.12C" 0.187451890626744 0.16730729658227 0.00701942035152624
"SPCC1620.13" 0.36328457207899 NA 0.000291667996786385
"SPCC1620.14C" 0.100274308105221 0.103645627479391 0.0785189897107537
"SPCC1672.01" 0.402772139578429 NA 1.18221456956384e-07
"SPCC1672.02C" 0.0459508876819687 0.0164190342173127 0.0224595842926302
"SPCC1672.03C" 0.0974798612023297 0.625144271273234 0.000109645110728991
"SPCC1672.04C" NA NA NA
"SPCC1672.05C" 9.33398728608436e-06 NA 0.0224321045869285
"SPCC1672.06C" 0.337747295280735 NA NA
"SPCC1672.07" 0.561477224376535 NA 0.000126725872697810
"SPCC1672.08C" 2.99591141248399e-06 NA 0.0106977367592237
"SPCC1672.09" 0.101948150899933 0.00816944695812364 0.0102595554807825
"SPCC1672.10" 0.214742505441101 NA NA
"SPCC1672.11C" 0.546627163242091 0.551454211998002 8.68048921228573e-08
"SPCC1672.12C" NA NA 6.12129063366227e-05
"SPCC1672.13" 0.955164876275093 NA NA
"SPCC1682.01" 0.0869203186222484 0.616023196199297 NA
"SPCC1682.02C" 0.0184110974891317 0.826755833399594 0.578464073810812
"SPCC1682.03C" NA NA 0.188025786594837
"SPCC1682.04" 0.00199471572032190 0.0488186922809169 NA
"SPCC1682.05C" 0.663142223128849 NA 0.232842810814867
"SPCC1682.06" 0.494721968986609 NA 0.0008049428919775
"SPCC1682.07" NA NA 0.0146170687260093
"SPCC1682.08C" 0.0497519643389581 0.571708431096734 0.000123694034547169
"SPCC1682.09C" 0.187436213302807 NA 0.0716742194484448
"SPCC1682.10" 0.00148570990240047 NA 0.000191983606761644
"SPCC1682.11C" 0.170610303301952 NA 0.0286887818688359
"SPCC1682.12C" 0.614095047470017 0.426324621511415 0.241027265059425
"SPCC1682.13" 0.309259403483187 NA 3.04772395897345e-06
"SPCC1682.14" 4.90759355734992e-05 0.921453486367197 0.00732070298981551
"SPCC1682.15" NA NA 0.235951606466430
"SPCC1682.16" 0.029660841259727 0.171315262627106 0.000545772473050427
"SPCC16A11.03C" NA NA 0.145402253189347
"SPCC16A11.04" NA NA NA
"SPCC16A11.06C" NA NA NA
"SPCC16A11.07" 0.452502540500965 0.545929757888348 9.43279019680594e-06
"SPCC16A11.08" 0.738430780079613 NA NA
"SPCC16A11.09C" 0.109149336043767 0.407545469980497 NA
"SPCC16A11.10C" 0.0712478386292021 0.0582638822632013 0.134228156574526
"SPCC16A11.11" 0.0572898669788586 NA 0.00626239865476488
"SPCC16A11.12C" 0.00456683456763664 0.000497773614737717 1.17484001745753e-08
"SPCC16A11.13" 0.597871065184159 NA 0.0137981069884598
"SPCC16A11.14" 0.0964097581968165 0.303122607672854 8.8260425370857e-10
"SPCC16A11.15C" NA NA NA
"SPCC16A11.16C" NA 0.656016125319205 0.101737759330612
"SPCC16A11.17" 0.209779596650206 NA 0.576952179244922
"SPCC16C4.01" NA NA 0.0117478619550151
"SPCC16C4.02C" NA NA NA
"SPCC16C4.03" 0.113305981435394 NA NA
"SPCC16C4.04" NA NA NA
"SPCC16C4.05" 0.894811590467502 NA 0.433659360175946
"SPCC16C4.06C" NA NA NA
"SPCC16C4.07" 0.0315063680365708 0.809560884136566 NA
"SPCC16C4.08C" 0.617142215603129 NA NA
"SPCC16C4.09" 0.427205721233293 0.0117472420431743 0.0988705172545012
"SPCC16C4.10" 0.108520661780254 0.0162947333610467 0.0264143750911298
"SPCC16C4.11" NA 0.834522534229922 0.0197351013097478
"SPCC16C4.12" 0.556660952363352 0.492360313205018 0.00404128051646545
"SPCC16C4.13C" 0.000274554426157682 0.663025720502918 0.0639866929181482
"SPCC16C4.14C" NA NA NA
"SPCC16C4.15" NA NA 0.070422661647768
"SPCC16C4.16C" 0.94196796158714 0.787788080845221 NA
"SPCC16C4.17" NA NA NA
"SPCC16C4.18C" 0.0695700862117707 0.701836451805368 0.536711296148743
"SPCC16C4.20C" NA 0.365237572284219 NA
"SPCC1739.02C" 0.123771802788761 NA 1.41044618184149e-05
"SPCC1739.03" NA NA NA
"SPCC1739.04C" 0.0321000953232963 0.445017351950843 0.0528145593867075
"SPCC1739.05" 0.0111691364826546 0.0190150693368256 1.92361454612021e-05
"SPCC1739.06C" 0.433594694401044 0.859029520503596 NA
"SPCC1739.07" 0.000649138399297828 0.519162919007898 0.892359215506634
"SPCC1739.08C" NA NA 0.0787964329523138
"SPCC1739.09C" NA 0.053058573355082 0.0692691529354729
"SPCC1739.10" 0.000549141710987084 0.159088712022329 2.25338892623554e-06
"SPCC1739.11C" 0.0119572765145484 NA 0.200381717520898
"SPCC1739.12" NA 0.870229596599499 0.0228815745382682
"SPCC1739.14" NA NA 0.0092475904843728
"SPCC1739.15" NA NA 0.719232740131671
"SPCC1753.02C" 0.148830645568528 NA 0.243033730119224
"SPCC1753.03C" NA NA 4.001968463064e-05
"SPCC1753.04" 0.175265097624452 0.550197433099777 0.000357793393610523
"SPCC1753.05" NA 0.687938962651682 0.356649533273525
"SPCC1753.06C" 0.924839469060658 0.438633481179402 0.0583598902171564
"SPCC1795.02C" NA NA NA
"SPCC1795.03" 0.16856202030897 NA 0.105570767889213
"SPCC1795.04C" 0.150321748673039 NA 0.0201491937760958
"SPCC1795.05C" 0.0528111682244583 0.936832876554295 NA
"SPCC1795.06" NA NA 3.57128079570372e-06
"SPCC1795.07" 0.554479425015268 NA 0.00271290176990354
"SPCC1795.08C" 0.183891545461074 0.175284224155379 0.855199744944931
"SPCC1795.09" NA NA NA
"SPCC1795.10C" 0.237200009458990 0.0100516624204864 NA
"SPCC1795.11" 0.0269433946998973 0.358265694260265 8.29079745056186e-05
"SPCC1795.12C" 0.125494549141983 NA 0.000225132236715792
"SPCC17D1.06" 0.335755446750732 0.0312134372814796 0.0463197873994231
"SPCC18.02" NA 0.00197927504422337 NA
"SPCC18.03" 0.873927778768414 0.38986556958347 NA
"SPCC18.04" NA NA 0.3998912767702
"SPCC18.05C" 0.00921202617220627 0.000130829417468803 0.00453720960782814
"SPCC18.06C" NA 0.364186736520664 NA
"SPCC18.07" NA 0.449467403223282 0.000260597605523912
"SPCC18.08" NA NA 0.125871461480607
"SPCC18.09C" 0.254998353346459 0.722650220604122 0.00729484725474579
"SPCC18.10" 0.847024383810553 0.693670769129184 NA
"SPCC18.11C" 0.273705426352744 0.533244336245958 NA
"SPCC18.12C" 0.160111725877505 0.681113324350449 NA
"SPCC18.13" 0.866329776834016 NA 0.0292282344242448
"SPCC18.14C" 0.000152962991772374 NA 0.0799761794542237
"SPCC18.15" 0.0363219587349127 NA 0.0389634535355791
"SPCC18.16C" 0.67734450891242 0.107375486085075 0.0001941275439572
"SPCC18.17C" 0.903205989276707 NA 0.0298879011104617
"SPCC18.18C" 0.829844646158947 0.689477584408613 0.00346576694302226
"SPCC1827.01C" 0.760271536723518 NA 0.00213905943506494
"SPCC1827.02C" 0.584700851072305 0.480236365244879 3.49114501060979e-05
"SPCC1827.03C" 0.0321977052736503 0.200409792387726 0.166929061433453
"SPCC1827.04" 0.782267510235361 0.0559846845129041 0.170984433239530
"SPCC1827.05C" 0.99946156045154 6.83021369015338e-05 0.00196094325942628
"SPCC1827.06C" 0.958417196227766 0.0111647098404167 1.90418317291600e-06
"SPCC1840.01C" 0.183098478599408 NA NA
"SPCC1840.02C" 0.147490723318669 0.508485539441255 0.000129590583469812
"SPCC1840.03" NA 0.000481373147366934 0.0137292107542365
"SPCC1840.04" NA NA 0.000180852564371781
"SPCC1840.05C" 0.836094489459128 0.87040944309961 0.0330330588743536
"SPCC1840.06" 0.351983933744715 0.00154853721985965 2.32475825681483e-08
"SPCC1840.07C" 0.250703740818771 NA 2.15522084501873e-11
"SPCC1840.08C" 0.792686414166581 0.450691691899725 0.00734988347316984
"SPCC1840.09" NA 0.129558023400819 3.91423551163713e-05
"SPCC1840.10" 0.736852202267246 NA NA
"SPCC1840.11" 0.442431307728286 NA 0.00459346277194495
"SPCC188.02" NA 0.121787998773676 0.579051939465939
"SPCC188.03" 0.382745152968281 0.174472013250044 0.00287126901964938
"SPCC188.04C" 0.747708583919665 0.115765308365086 0.0096013877029613
"SPCC188.06C" NA 0.00433181309436356 0.0130860639871355
"SPCC188.07" NA NA 0.126962262604186
"SPCC188.08C" 0.832149631843149 0.688457325686513 0.133219844688203
"SPCC188.09C" 0.0227629261303947 0.71506524146374 0.184883221937890
"SPCC188.11" 0.512526380398106 NA 0.226049291383402
"SPCC188.13C" NA NA 0.0626514266363878
"SPCC1884.02" NA NA 0.827088951229269
"SPCC18B5.03" 0.816527056061494 NA 0.37406429707648
"SPCC18B5.04" NA 0.167484663952894 0.00722158187912293
"SPCC18B5.05C" NA NA 0.381951502338103
"SPCC18B5.06" 0.271801914848105 0.226438639246992 0.148740313896964
"SPCC18B5.07C" NA NA 3.54248519967464e-05
"SPCC18B5.08C" 0.954880239072448 NA 0.0092060460076529
"SPCC18B5.09C" NA NA NA
"SPCC18B5.10C" NA NA NA
"SPCC18B5.11C" NA NA 0.0202566087363451
"SPCC18B5.12" NA 0.565519425774132 0.000551432652086149
"SPCC18B5.13" 0.224450408514773 NA 0.0205304728199141
"SPCC1902.01" 0.0359700644522004 0.47705621910563 8.66598517513632e-05
"SPCC1902.02" NA NA 0.384273712557678
"SPCC1906.01" 0.0336378292527916 0.0410649420591369 0.295630083848019
"SPCC1906.02C" NA NA 2.54767654805547e-06
"SPCC1906.03" 0.0279134565517218 NA 0.0312802301829724
"SPCC1906.04" NA NA 0.00333329957756905
"SPCC1906.05" 0.457583348299460 NA 1.28675318933867e-06
"SPCC191.03C" 0.0429670605131451 NA 0.000869921001542182
"SPCC191.04C" NA NA 8.96025545961815e-08
"SPCC191.05C" 0.0150994468614329 NA NA
"SPCC191.06" NA NA NA
"SPCC191.07" 0.676701977789912 0.270415663379090 0.00109240917953275
"SPCC191.08" 0.548384017977343 NA 3.27640822400597e-10
"SPCC191.09C" NA NA NA
"SPCC191.10" NA NA NA
"SPCC191.11" NA NA 5.11205090060543e-11
"SPCC191.13" 0.0633481284327595 0.192128722756416 0.366093432396558
"SPCC1919.02" 0.853801520928378 0.942442029825857 NA
"SPCC1919.03C" 0.111005956424490 NA NA
"SPCC1919.04" NA NA NA
"SPCC1919.05" NA 0.0902614210811355 0.138983916063336
"SPCC1919.07" 0.106346213309114 NA NA
"SPCC1919.08C" NA NA 0.000189136126639842
"SPCC1919.09" 0.00740864975811906 NA NA
"SPCC1919.10C" 0.957527412261286 NA 0.129742504803865
"SPCC1919.11" 0.669432279134856 0.0149028163563810 0.0455759945979884
"SPCC1919.12C" NA NA NA
"SPCC1919.13C" NA 0.443846272423033 0.0191613144127148
"SPCC1919.14C" NA NA 0.00112851132853565
"SPCC1919.15" NA NA 0.0836362914225352
"SPCC23B6.01C" 0.35569407506695 0.247170912842823 0.00740508285748871
"SPCC23B6.02C" NA 0.711595396195232 0.000296211899373436
"SPCC23B6.03C" NA NA NA
"SPCC23B6.04C" 0.0475434492135485 0.163222590463807 9.00358726981944e-06
"SPCC23B6.05C" NA NA NA
"SPCC23B6.06" NA 0.987992611358788 NA
"SPCC24B10.02C" NA NA 0.00430780207358574
"SPCC24B10.03" NA NA 0.00235893646254283
"SPCC24B10.04" 0.00445655245875113 0.167317156657076 0.119722527990426
"SPCC24B10.05" 0.787244232008637 0.000507311481781018 0.000878839518476015
"SPCC24B10.06" 0.0844965304945503 0.396439243981397 9.26718215657976e-05
"SPCC24B10.07" 0.086288830416997 NA 0.155754562200090
"SPCC24B10.08C" 0.00104015405702812 0.732375464441924 NA
"SPCC24B10.09" 0.143799331276382 0.615318941905841 0.000765780242201859
"SPCC24B10.10C" 0.0864919079266796 0.426859795905259 NA
"SPCC24B10.11C" NA 0.0286396369340831 5.29758473036424e-06
"SPCC24B10.12" NA 0.385638789259339 0.312404607411137
"SPCC24B10.13" NA NA 0.530332501584429
"SPCC24B10.14C" NA NA NA
"SPCC24B10.15" 0.122371743891855 NA 0.0322343572106584
"SPCC24B10.16C" NA 0.492279870331292 0.000196110351282204
"SPCC24B10.17" 0.0924161574010227 0.802668823141597 NA
"SPCC24B10.18" NA NA 0.0387753040186002
"SPCC24B10.19C" NA NA 0.261936487317383
"SPCC24B10.20" NA NA 0.321356300307819
"SPCC24B10.21" 0.00319294690356493 0.802517174682059 6.17015130707599e-05
"SPCC285.02C" NA NA 4.64933103851768e-07
"SPCC285.03" NA 0.0281026367673423 NA
"SPCC285.04" 0.110328040575359 NA NA
"SPCC285.05" NA NA 7.19932428385295e-06
"SPCC285.07C" NA NA 5.11811192044989e-05
"SPCC285.08" 0.298642788219335 0.813524263971869 0.122618305649137
"SPCC285.09C" 0.603112481954214 NA 0.0734047109477661
"SPCC285.10C" NA NA NA
"SPCC285.11" 0.96464829608984 0.268440808263818 0.0834059329891578
"SPCC285.12" 0.0324729696369656 0.0340744956389157 0.78691567122138
"SPCC285.13C" 0.962154141175955 NA 0.498012135878457
"SPCC285.14" 0.130471465744301 NA 4.76574820815276e-07
"SPCC285.15C" 0.0422857721657427 0.629596390027697 NA
"SPCC285.16C" NA 3.02319891096627e-06 2.02310673700397e-07
"SPCC285.17" 0.76072400745957 0.389427731599177 0.00085846524790072
"SPCC285.18" NA NA 0.0156969211224286
"SPCC290.02" NA NA NA
"SPCC290.03C" 0.464843417593147 NA 0.0835917131509986
"SPCC290.04" 0.000680030247687636 1.63047139439987e-06 1.34529409546073e-07
"SPCC297.04C" 0.0703721195749264 0.921789435857548 0.0536688607803475
"SPCC297.05" 0.0344911147523934 0.130186251904523 0.152165496939299
"SPCC297.06C" 0.0335395490469396 NA 0.074003576672055
"SPCC2H8.02" NA 0.320032669362276 NA
"SPCC2H8.03" NA NA 0.666450506283411
"SPCC2H8.04" NA 0.00576858479072804 NA
"SPCC2H8.05C" NA NA NA
"SPCC306.02C" 0.152489824000157 0.831253339871264 1.54861403514327e-05
"SPCC306.03C" 0.342310096191128 0.381472259468042 0.236429342064343
"SPCC306.04C" 0.472101438440867 0.734745719055343 0.0321608860666952
"SPCC306.05C" NA NA 0.0109511558216757
"SPCC306.06C" 0.291614689588396 0.442572896934809 0.0185675524825009
"SPCC306.07C" NA 0.197868617327191 0.0149086143167999
"SPCC306.08C" 0.0693889402287778 0.202972115678907 NA
"SPCC306.09C" 0.0940958709283438 0.317146768768557 0.0220937677277416
"SPCC306.11" 5.17185167340356e-06 NA NA
"SPCC31H12.02C" 0.590172115246606 NA 2.78351359003903e-06
"SPCC31H12.03C" 0.101572809032673 0.0165820565847120 0.00974092308279084
"SPCC31H12.04C" 0.985315383696528 0.686221187033949 0.930346479617507
"SPCC31H12.05C" NA 0.317489053604203 0.0296769489018401
"SPCC31H12.06" NA NA NA
"SPCC31H12.07" 0.252851778470676 NA 0.0384601610774327
"SPCC31H12.08C" 0.0162611078991245 0.002618038084065 2.58477385092176e-05
"SPCC320.01C" 0.183188341677392 NA 0.00304280063425566
"SPCC320.02C" 0.260152694086761 0.624840900530661 2.10011654214357e-08
"SPCC320.03" 0.934023910262838 NA NA
"SPCC320.04C" NA NA NA
"SPCC320.05" 0.0864606475591226 0.647007065217781 7.9262761201977e-06
"SPCC320.06" NA NA NA
"SPCC320.07C" 0.77325634346526 NA 0.587773077447168
"SPCC320.08" 0.790903412781731 0.0368568006208015 0.000369112218219168
"SPCC320.09" NA NA 0.00263522324716178
"SPCC320.10" 0.995521419801571 NA NA
"SPCC320.13C" NA NA NA
"SPCC330.03C" NA 0.0261304440935643 0.00328963781036265
"SPCC330.04C" NA NA 0.000130450209720384
"SPCC330.05C" 0.765021652306603 0.0781299792860465 0.0165603558515945
"SPCC330.06C" 0.00669885395466485 0.131242780924614 7.19540985766448e-20
